epoch,accuracy,loss,val_accuracy,val_loss
0,0.6183940768241882,1.1931006908416748,0.49140048027038574,2.0276095867156982
1,0.7632117867469788,0.7200616598129272,0.6363636255264282,1.0151069164276123
2,0.7988529205322266,0.5862300395965576,0.7051597237586975,0.9450281858444214
3,0.8283490538597107,0.5223034620285034,0.7993447780609131,0.6029137372970581
4,0.8498566150665283,0.4437461793422699,0.7166256904602051,0.9215191602706909
5,0.8574354648590088,0.4029020369052887,0.7223587036132812,1.013314127922058
6,0.8766899108886719,0.3774217665195465,0.755118727684021,0.880647599697113
7,0.9260548949241638,0.22356905043125153,0.914004921913147,0.30389317870140076
8,0.948586642742157,0.16273565590381622,0.8886159062385559,0.4081585705280304
9,0.9479721188545227,0.1529250144958496,0.9082719087600708,0.2918154299259186
10,0.9463334679603577,0.1592496782541275,0.9189189076423645,0.26913896203041077
11,0.9541171789169312,0.13681669533252716,0.9221948981285095,0.28568533062934875
12,0.9563703536987305,0.13170182704925537,0.920556902885437,0.2835058867931366
13,0.959033191204071,0.12006622552871704,0.9246519207954407,0.2903703451156616
14,0.9700942039489746,0.08911637216806412,0.9369369149208069,0.24301645159721375
15,0.974395751953125,0.0781984031200409,0.9418509602546692,0.24506475031375885
16,0.9770585894584656,0.07137985527515411,0.9352989196777344,0.26375746726989746
17,0.9776731133460999,0.06757448613643646,0.9385749101638794,0.2738393545150757
18,0.9799262881278992,0.059797775000333786,0.939393937587738,0.26288074254989624
19,0.9801310896873474,0.05613470450043678,0.9369369149208069,0.26047182083129883
20,0.9807456135749817,0.05504120886325836,0.9377559423446655,0.26865074038505554
21,0.9834084510803223,0.05404435098171234,0.9369369149208069,0.26497694849967957
22,0.9817697405815125,0.05129522457718849,0.939393937587738,0.263731449842453
23,0.9817697405815125,0.05079025775194168,0.9385749101638794,0.2665139436721802
24,0.9795165657997131,0.05735884606838226,0.939393937587738,0.2655733525753021
25,0.9840229153633118,0.05124501511454582,0.9402129650115967,0.26537781953811646
26,0.982793927192688,0.05292879417538643,0.9402129650115967,0.264896422624588
27,0.9801310896873474,0.05488898977637291,0.9402129650115967,0.26499032974243164
28,0.9825891256332397,0.054069653153419495,0.9402129650115967,0.26498791575431824
29,0.9809504151344299,0.055352047085762024,0.9402129650115967,0.26481401920318604
