epoch,accuracy,loss,top3_acc,val_accuracy,val_loss,val_top3_acc
0,0.1616140902042389,11.762031555175781,0.3859074115753174,0.2170352190732956,2.5934739112854004,0.5135135054588318
1,0.24662023782730103,10.080283164978027,0.5585825443267822,0.2800982892513275,2.434502601623535,0.5847665667533875
2,0.3320360481739044,8.88340950012207,0.6562883853912354,0.32350531220436096,2.153562545776367,0.6863226890563965
3,0.38344940543174744,7.834385395050049,0.7234739661216736,0.41031941771507263,1.8065522909164429,0.8140867948532104
4,0.4545268416404724,6.955923557281494,0.7847193479537964,0.47502046823501587,1.7874590158462524,0.8190008401870728
5,0.4971323311328888,6.332967281341553,0.8148300051689148,0.4832104742527008,1.764443039894104,0.8484848737716675
6,0.5329782962799072,5.824448585510254,0.8330602049827576,0.5298935174942017,1.5382658243179321,0.8689598441123962
7,0.5671855807304382,5.387606143951416,0.8496517539024353,0.4815724790096283,2.054762601852417,0.8329238295555115
8,0.5848013162612915,5.129207134246826,0.8650143146514893,0.5069615244865417,2.087186813354492,0.8583128452301025
9,0.609586238861084,4.701855182647705,0.8779188990592957,0.5618345737457275,1.4678750038146973,0.9009009003639221
10,0.6241294741630554,4.53074312210083,0.8881605863571167,0.6199836134910583,1.3709368705749512,0.9221948981285095
11,0.6489143967628479,4.246241569519043,0.9002457857131958,0.6420966386795044,1.2549493312835693,0.9238329529762268
12,0.6636624336242676,4.182409763336182,0.899016797542572,0.6863226890563965,0.9504454135894775,0.9426699280738831
13,0.6732896566390991,3.904858350753784,0.9115116596221924,0.6699426770210266,1.076907753944397,0.939393937587738
14,0.7013518810272217,3.6932921409606934,0.9184760451316833,0.7092546820640564,0.940922737121582,0.9508599638938904
15,0.6988939046859741,3.5271663665771484,0.922777533531189,0.7076166868209839,0.9106674790382385,0.9508599638938904
16,0.7138468027114868,3.414123296737671,0.9260548949241638,0.7297297120094299,0.865210235118866,0.9451269507408142
17,0.7261368036270142,3.271519899368286,0.9328144192695618,0.7174447178840637,1.0795509815216064,0.9459459185600281
18,0.7337157130241394,3.190122127532959,0.9340434074401855,0.6969696879386902,1.0630964040756226,0.9508599638938904
19,0.7427284121513367,3.025327205657959,0.941827118396759,0.7239966988563538,0.982014000415802,0.9451269507408142
20,0.7668988108634949,2.70339298248291,0.9489963054656982,0.7600327730178833,0.8592523336410522,0.9590499401092529
21,0.7718148231506348,2.6026382446289062,0.9524784684181213,0.7846027612686157,0.7786504030227661,0.9672399759292603
22,0.7836952209472656,2.488560199737549,0.9524784684181213,0.773955762386322,0.8796032667160034,0.9631449580192566
23,0.7836952209472656,2.4975221157073975,0.9506349563598633,0.7657657861709595,0.8468216061592102,0.9639639854431152
24,0.7800081968307495,2.4513657093048096,0.9551413059234619,0.7583947777748108,0.8535446524620056,0.9631449580192566
25,0.7910692095756531,2.3360514640808105,0.957189679145813,0.7977067828178406,0.7633026242256165,0.9647829532623291
26,0.7839000225067139,2.3216638565063477,0.9580090045928955,0.7977067828178406,0.7174583673477173,0.9688779711723328
27,0.7906595468521118,2.3154900074005127,0.9612863659858704,0.7952498197555542,0.7589405179023743,0.9705159664154053
28,0.8002867698669434,2.301114559173584,0.9586235284805298,0.8009827733039856,0.7488270998001099,0.9680589437484741
29,0.7927079200744629,2.2699496746063232,0.9610815048217773,0.7952498197555542,0.7596084475517273,0.9688779711723328
30,0.7787792086601257,2.299401044845581,0.9592379927635193,0.8075348138809204,0.7453144788742065,0.9688779711723328
31,0.7976239323616028,2.2799437046051025,0.9582138657569885,0.8091728091239929,0.7403725385665894,0.9696969985961914
32,0.7861531972885132,2.298048257827759,0.9532978534698486,0.8091728091239929,0.7506760954856873,0.9672399759292603
33,0.7855387330055237,2.3379478454589844,0.9610815048217773,0.815724790096283,0.7326109409332275,0.9696969985961914
34,0.7793936729431152,2.332643985748291,0.9575993418693542,0.8140867948532104,0.7333025336265564,0.9705159664154053
35,0.789225697517395,2.2571961879730225,0.9598525166511536,0.8149058222770691,0.7306867241859436,0.9688779711723328
36,0.7931175827980042,2.2473642826080322,0.9596477150917053,0.8165438175201416,0.7310437560081482,0.9680589437484741
37,0.7867677211761475,2.2525854110717773,0.9602621793746948,0.815724790096283,0.7333381772041321,0.9688779711723328
38,0.7863580584526062,2.3165295124053955,0.9586235284805298,0.8165438175201416,0.7338259816169739,0.9696969985961914
39,0.7845145463943481,2.2583255767822266,0.9596477150917053,0.8132678270339966,0.7342738509178162,0.9696969985961914
40,0.7755018472671509,2.259373426437378,0.9614911675453186,0.8132678270339966,0.7340046763420105,0.9696969985961914
41,0.7910692095756531,2.216696262359619,0.9619008898735046,0.8132678270339966,0.7341232895851135,0.9696969985961914
42,0.7906595468521118,2.2573773860931396,0.9594428539276123,0.8149058222770691,0.734770655632019,0.9696969985961914
43,0.7947562336921692,2.285238265991211,0.9596477150917053,0.8149058222770691,0.7349178194999695,0.9696969985961914
44,0.7869725227355957,2.280978202819824,0.9586235284805298,0.8149058222770691,0.7348856925964355,0.9696969985961914
45,0.7920933961868286,2.2606897354125977,0.9582138657569885,0.8140867948532104,0.7354001402854919,0.9696969985961914
46,0.7836952209472656,2.2781589031219482,0.9600573778152466,0.8149058222770691,0.7353531122207642,0.9696969985961914
