epoch,accuracy,loss,val_accuracy,val_loss
0,0.611429750919342,1.210538625717163,0.5520065426826477,1.4240083694458008
1,0.7623924612998962,0.7170920372009277,0.7354627251625061,0.8940208554267883
2,0.8027448058128357,0.5864738821983337,0.7027027010917664,1.0894923210144043
3,0.821999192237854,0.5265965461730957,0.6576576828956604,1.3577923774719238
4,0.8527243137359619,0.4417978525161743,0.7805078029632568,0.6912566423416138
5,0.8498566150665283,0.45488569140434265,0.725634753704071,1.156802773475647
6,0.8684965372085571,0.40091437101364136,0.669123649597168,1.239675521850586
7,0.8736173510551453,0.37851354479789734,0.767403781414032,1.1940971612930298
8,0.9252355694770813,0.21412736177444458,0.8943489193916321,0.3808971047401428
9,0.941622257232666,0.16656190156936646,0.8918918967247009,0.38558435440063477
10,0.9455141425132751,0.1545332372188568,0.9049959182739258,0.34656572341918945
11,0.9496108293533325,0.14688603579998016,0.9000818729400635,0.3794012665748596
12,0.9549365043640137,0.1392757147550583,0.9000818729400635,0.38933905959129333
13,0.9582138657569885,0.12944622337818146,0.910728931427002,0.3774860203266144
14,0.9647685289382935,0.09624753147363663,0.920556902885437,0.3319357633590698
15,0.9698894023895264,0.08864535391330719,0.9148238897323608,0.33823060989379883
16,0.9715280532836914,0.0849933996796608,0.9213759303092957,0.32911255955696106
17,0.9739860892295837,0.07393288612365723,0.9238329529762268,0.3360288739204407
18,0.9715280532836914,0.07464233785867691,0.9156429171562195,0.344857782125473
19,0.9782875776290894,0.06356301158666611,0.9221948981285095,0.35725367069244385
20,0.97603440284729,0.06599809974431992,0.9254709482192993,0.33451002836227417
21,0.9780827760696411,0.06437782198190689,0.9221948981285095,0.33891168236732483
22,0.9778779149055481,0.06102883815765381,0.9246519207954407,0.336700439453125
23,0.9799262881278992,0.056634511798620224,0.9262899160385132,0.33577027916908264
24,0.9823842644691467,0.05270662531256676,0.9254709482192993,0.33951687812805176
25,0.981155276298523,0.052264437079429626,0.9254709482192993,0.34012582898139954
26,0.9795165657997131,0.06048588827252388,0.9262899160385132,0.3395821750164032
27,0.9813600778579712,0.057102106511592865,0.9271089434623718,0.33871781826019287
28,0.9823842644691467,0.05566737428307533,0.9271089434623718,0.3370952904224396
