epoch,accuracy,loss,val_accuracy,val_loss
0,0.2130274474620819,2.5266311168670654,0.027027027681469917,3.338268280029297
1,0.32998770475387573,2.0335683822631836,0.014742014929652214,3.962350368499756
2,0.3795575499534607,1.7832777500152588,0.027027027681469917,5.119071960449219
3,0.4438754618167877,1.603938341140747,0.027027027681469917,6.2842206954956055
4,0.5155673623085022,1.3239450454711914,0.045045044273138046,4.333796977996826
5,0.5589922070503235,1.2191429138183594,0.2817362844944,2.2809786796569824
6,0.5749692916870117,1.162519097328186,0.47911548614501953,1.3668447732925415
7,0.5997542142868042,1.0814024209976196,0.4758394658565521,1.3517264127731323
8,0.6231052875518799,1.0283994674682617,0.5585585832595825,1.109981894493103
9,0.6413355469703674,0.9924359321594238,0.5995085835456848,1.0018517971038818
10,0.6669397950172424,0.9372096657752991,0.601965606212616,1.009434461593628
11,0.6757476329803467,0.9024818539619446,0.6461916565895081,0.9418530464172363
12,0.6775911450386047,0.8710564374923706,0.6674856543540955,0.883661687374115
13,0.7046292424201965,0.8136147856712341,0.6584766507148743,0.8693382740020752
14,0.7097501158714294,0.8159227967262268,0.6723996996879578,0.8823063373565674
15,0.7212207913398743,0.7761671543121338,0.6838656663894653,0.8066290020942688
16,0.7341253757476807,0.7443361878395081,0.703521728515625,0.8084591031074524
17,0.7369930148124695,0.717716634273529,0.6904177069664001,0.8553581833839417
18,0.7568619251251221,0.689325213432312,0.7346437573432922,0.7312053442001343
19,0.7632117867469788,0.669188380241394,0.7182637453079224,0.754027783870697
20,0.7658746242523193,0.655437707901001,0.7346437573432922,0.7572543025016785
21,0.7730438113212585,0.6409404277801514,0.7534807324409485,0.7073671817779541
22,0.7910692095756531,0.5832797288894653,0.7461097240447998,0.8050693869590759
23,0.7863580584526062,0.5956506133079529,0.7321867346763611,0.7792978882789612
24,0.7800081968307495,0.592435359954834,0.7723177671432495,0.7131562829017639
25,0.8076608180999756,0.5070533156394958,0.777231752872467,0.5991988182067871
26,0.8246620297431946,0.4700797200202942,0.8124487996101379,0.546593427658081
27,0.8414584398269653,0.43514761328697205,0.7837837934494019,0.6013348698616028
28,0.8461695909500122,0.42145463824272156,0.789516806602478,0.5949836373329163
29,0.8471937775611877,0.43239960074424744,0.8140867948532104,0.5558344125747681
30,0.847398579120636,0.4142875373363495,0.8255528211593628,0.5288649201393127
31,0.8549774885177612,0.3869602084159851,0.8181818127632141,0.5462754368782043
32,0.8539533019065857,0.38874882459640503,0.8255528211593628,0.5422481894493103
33,0.8557968139648438,0.3788485527038574,0.8304668068885803,0.5334965586662292
34,0.8469889163970947,0.40453675389289856,0.8394758105278015,0.5209457278251648
35,0.8504711389541626,0.39357250928878784,0.837837815284729,0.5210275650024414
36,0.8603031635284424,0.3743794560432434,0.8402948379516602,0.5229935646057129
37,0.8533387780189514,0.3892275393009186,0.8476658463478088,0.5143772959709167
38,0.8637853264808655,0.38018447160720825,0.8411138653755188,0.5206195116043091
39,0.8605079650878906,0.3763727843761444,0.8452088236808777,0.5215848088264465
40,0.8617370128631592,0.3705791234970093,0.8460278511047363,0.5204635262489319
41,0.8588693141937256,0.36470192670822144,0.8427518606185913,0.5209555625915527
42,0.8619418144226074,0.3686251938343048,0.8452088236808777,0.5201411247253418
43,0.8654239773750305,0.36779987812042236,0.8460278511047363,0.5209309458732605
44,0.8627611398696899,0.38219159841537476,0.8452088236808777,0.5200207233428955
45,0.856206476688385,0.382901668548584,0.8443898558616638,0.5193108320236206
46,0.8650143146514893,0.37871822714805603,0.8443898558616638,0.5191217660903931
47,0.8666530251502991,0.35627254843711853,0.8443898558616638,0.518989086151123
48,0.8615321516990662,0.36775335669517517,0.8452088236808777,0.5185409188270569
49,0.8631708025932312,0.3631404638290405,0.8435708284378052,0.5191742777824402
50,0.8603031635284424,0.3694378137588501,0.8427518606185913,0.5189675092697144
51,0.8625563383102417,0.37478888034820557,0.8427518606185913,0.5190282464027405
52,0.8625563383102417,0.3710937201976776,0.8411138653755188,0.5193944573402405
53,0.8609176278114319,0.3734373450279236,0.8402948379516602,0.5195801854133606
54,0.8666530251502991,0.3579683303833008,0.8402948379516602,0.5196786522865295
55,0.8623514771461487,0.3827926516532898,0.8419328331947327,0.5194501876831055
56,0.8631708025932312,0.3583434224128723,0.8419328331947327,0.518832266330719
57,0.8764850497245789,0.3452175557613373,0.8394758105278015,0.5189710855484009
