epoch,accuracy,loss,val_accuracy,val_loss
0,0.64215487241745,4.303866863250732,0.598689615726471,3.9108827114105225
1,0.7953707575798035,2.3129372596740723,0.6977887153625488,2.534090757369995
2,0.8449406027793884,1.7582138776779175,0.6904177069664001,1.9687657356262207
3,0.8541581034660339,1.5380289554595947,0.7944307923316956,1.0641478300094604
4,0.8832445740699768,1.2724939584732056,0.764127790927887,1.1775522232055664
5,0.8826300501823425,1.2462115287780762,0.8337428569793701,0.771373987197876
6,0.8916427493095398,1.15559720993042,0.7805078029632568,1.4076967239379883
7,0.9045473337173462,1.0085681676864624,0.8165438175201416,0.7981336712837219
8,0.9049569964408875,1.040740966796875,0.8214578032493591,0.8979671001434326
9,0.933428943157196,0.6940706372261047,0.9090909361839294,0.39103949069976807
10,0.9440802931785583,0.5791208148002625,0.914004921913147,0.3778187036514282
11,0.9477673172950745,0.5303433537483215,0.9189189076423645,0.3521512746810913
12,0.9512494802474976,0.5179586410522461,0.9221948981285095,0.3278028964996338
13,0.95698481798172,0.4643183648586273,0.9230139255523682,0.3261857032775879
14,0.9580090045928955,0.4391621947288513,0.9254709482192993,0.32585716247558594
15,0.9573944807052612,0.43525344133377075,0.9213759303092957,0.32527440786361694
16,0.9582138657569885,0.4252738952636719,0.9221948981285095,0.32184553146362305
17,0.9621056914329529,0.4299705922603607,0.9238329529762268,0.3256012499332428
18,0.9619008898735046,0.4043973684310913,0.9271089434623718,0.28759074211120605
19,0.9606718420982361,0.3925095498561859,0.9189189076423645,0.3352004587650299
20,0.9627202153205872,0.39143750071525574,0.9254709482192993,0.28996846079826355
21,0.964154064655304,0.3739185929298401,0.9246519207954407,0.3147154152393341
22,0.9684555530548096,0.3458064794540405,0.9385749101638794,0.25438177585601807
23,0.9705038666725159,0.3074246048927307,0.9344799518585205,0.25764039158821106
24,0.9707087278366089,0.302320271730423,0.9385749101638794,0.2545417249202728
25,0.9725522398948669,0.288303017616272,0.9352989196777344,0.24686862528324127
26,0.974190890789032,0.28252795338630676,0.9344799518585205,0.24625152349472046
27,0.9727570414543152,0.2895275950431824,0.9336609244346619,0.24588987231254578
28,0.9731667637825012,0.2844371497631073,0.9287469387054443,0.27033868432044983
29,0.9739860892295837,0.27365267276763916,0.936117947101593,0.24953433871269226
30,0.9752150774002075,0.27712446451187134,0.932841956615448,0.2558492422103882
31,0.9764440655708313,0.2648780047893524,0.932841956615448,0.25395071506500244
32,0.9768537282943726,0.2515980899333954,0.9336609244346619,0.2556725740432739
