epoch,accuracy,loss,val_accuracy,val_loss
0,0.6583367586135864,1.096070408821106,0.19492219388484955,2.8267743587493896
1,0.7744776606559753,0.6803424954414368,0.23505324125289917,2.9950268268585205
2,0.8254813551902771,0.5161952972412109,0.06388206034898758,9.68177604675293
3,0.8523146510124207,0.4639297127723694,0.24488124251365662,3.042881488800049
4,0.9086440205574036,0.2777710258960724,0.5364455580711365,1.6776355504989624
5,0.9297419190406799,0.21488073468208313,0.22113022208213806,2.5574381351470947
6,0.941622257232666,0.1871473342180252,0.8255528211593628,0.5627127885818481
7,0.9473576545715332,0.16635099053382874,0.6003276109695435,1.6895883083343506
8,0.9514543414115906,0.1550605297088623,0.47338247299194336,1.9025211334228516
9,0.95698481798172,0.14828307926654816,0.6977887153625488,1.171250343322754
10,0.9688652157783508,0.09987486898899078,0.8509418368339539,0.5955109000205994
11,0.9739860892295837,0.08729463815689087,0.9180999398231506,0.34793180227279663
12,0.9739860892295837,0.07904014736413956,0.9238329529762268,0.33937376737594604
13,0.9748054146766663,0.07776466757059097,0.9164619445800781,0.3655475378036499
14,0.9778779149055481,0.07040520012378693,0.9131858944892883,0.400726854801178
15,0.9803359508514404,0.06143706664443016,0.8992629051208496,0.4218979477882385
16,0.9809504151344299,0.06244910880923271,0.9336609244346619,0.32152611017227173
17,0.9825891256332397,0.05689309909939766,0.9312039017677307,0.3338882625102997
18,0.9856616258621216,0.049073200672864914,0.932841956615448,0.3345182240009308
19,0.9836132526397705,0.047304484993219376,0.9262899160385132,0.3461381494998932
20,0.9854567646980286,0.04424048215150833,0.932841956615448,0.3333735764026642
21,0.9850471019744873,0.048015523701906204,0.9295659065246582,0.3340417444705963
22,0.9848423004150391,0.0452117882668972,0.932841956615448,0.3337387144565582
23,0.9852519631385803,0.0465361513197422,0.9336609244346619,0.329530268907547
24,0.9862760901451111,0.045002080500125885,0.932841956615448,0.33062544465065
25,0.9838181138038635,0.046377986669540405,0.9344799518585205,0.3324400782585144
26,0.9860712885856628,0.04616270959377289,0.932841956615448,0.3281480073928833
27,0.9866858124732971,0.04432304576039314,0.932841956615448,0.3306358754634857
28,0.9864809513092041,0.04252360761165619,0.932841956615448,0.32780060172080994
29,0.9868906140327454,0.04028419405221939,0.932841956615448,0.32942965626716614
30,0.9885292649269104,0.04028148576617241,0.932841956615448,0.32896387577056885
31,0.9883244633674622,0.042458467185497284,0.9320229291915894,0.33179429173469543
32,0.9864809513092041,0.040689580142498016,0.9312039017677307,0.32908669114112854
33,0.9875051379203796,0.041344475001096725,0.9303849339485168,0.33127033710479736
34,0.9834084510803223,0.047485847026109695,0.9320229291915894,0.33173370361328125
35,0.9875051379203796,0.042147692292928696,0.9312039017677307,0.32952138781547546
